Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags
2017-04-10 18:50:04.773,0.0,TCP,13892_169,80,192.168.220.15,37737,1,66,1,.A....
2017-04-08 23:40:08.692,0.247,TCP,192.168.200.8,50070,10296_238,443,2,166,1,.AP...
2017-04-06 17:26:03.209,0.0,TCP,11142_116,443,192.168.220.9,38472,1,66,1,.A....
2017-04-06 01:07:26.942,0.002,TCP,192.168.220.10,45461,192.168.100.5,445,2,174,1,.AP...
2017-04-05 17:24:15.150,0.0,TCP,10499_34,80,192.168.200.9,56425,1,496,1,.AP...
2017-04-06 11:01:58.958,0.175,TCP,192.168.220.12,57888,10447_157,443,2,1375,1,.AP...
2017-04-11 08:55:41.556,0.0,TCP,192.168.210.5,54415,10394_149,443,1,55,1,.A....
2017-04-05 14:06:01.928,0.04,TCP,192.168.220.8,53353,10095_80,80,2,132,1,.A...F
2017-04-07 10:00:08.128,0.316,TCP,192.168.200.8,60572,10194_100,80,2,523,1,.AP...
2017-04-10 12:38:40.029,0.0,TCP,192.168.220.6,44534,10124_1,80,1,66,1,.A....
2017-04-09 11:09:28.506,0.0,TCP,192.168.200.8,61019,10158_155,443,1,55,1,.A....
2017-04-06 16:13:02.023,0.0,TCP,192.168.220.13,57820,10145_17,80,1,66,1,.A....
2017-04-10 16:34:51.053,0.018,TCP,192.168.220.14,40689,10073_64,443,3,215,1,.AP..F
2017-04-09 20:11:30.231,1.825,TCP,10296_238,443,192.168.200.8,62370,8,772,1,.AP...
2017-04-07 07:43:31.045,0.0,TCP,10056_137,443,192.168.220.15,56244,1,66,1,.A....
2017-04-11 11:52:44.038,1.877,TCP,192.168.210.5,61676,10068_98,443,29,3742,1,.AP.S.
2017-04-07 16:31:01.525,0.015,TCP,192.168.200.8,51635,13365_222,443,3,193,1,.APR.F
2017-04-09 18:28:06.924,0.107,TCP,14645_180,443,192.168.200.9,64481,5,535,1,.AP.S.
2017-04-08 17:50:53.108,0.855,TCP,192.168.220.14,60088,10185_51,443,10,1412,1,.AP.S.
2017-04-05 15:44:10.775,0.022,TCP,10415_65,443,192.168.220.14,57074,2,1120,1,.AP...
2017-04-07 10:45:16.733,0.0,TCP,192.168.200.4,58741,10055_190,443,1,66,1,.A....
2017-04-06 15:18:17.345,0.0,TCP,192.168.220.15,57287,16841_133,443,1,66,1,.A....
2017-04-08 16:02:59.925,0.015,TCP,192.168.220.14,49622,10675_8,80,2,132,1,.A...F
2017-04-06 14:15:32.687,0.0,TCP,10296_232,80,192.168.220.7,51064,1,74,1,.A..S.
2017-04-07 14:01:40.187,0.003,TCP,12189_210,443,192.168.200.9,52023,4,269,1,.AP..F
2017-04-11 19:26:17.652,0.071,TCP,10223_24,80,192.168.210.5,57665,4,5134,1,.AP.S.
2017-04-05 14:48:19.917,0.0,TCP,10223_4,80,192.168.220.8,53670,1,66,1,.A....
2017-04-07 11:54:04.935,0.0,TCP,192.168.210.5,53550,12843_49,80,1,55,1,.A....
2017-04-10 16:20:05.318,0.822,TCP,192.168.220.8,34761,10296_226,443,21,3962,1,.AP...
2017-04-07 10:49:42.573,2.679,TCP,192.168.210.5,49249,10278_34,80,7,4739,1,.AP...
2017-04-07 13:05:30.000,0.0,TCP,192.168.220.10,38050,10171_252,443,1,66,1,.A....
2017-04-11 07:57:23.419,0.0,TCP,192.168.220.9,35107,10415_65,443,2,108,1,...R..
2017-04-05 16:59:40.500,0.02,TCP,10223_61,80,192.168.200.5,41880,2,132,1,.A...F
2017-04-07 09:43:02.545,0.431,TCP,192.168.220.11,53646,13201_231,80,4,637,1,.AP.S.
2017-04-11 11:02:01.375,0.0,TCP,12392_18,80,192.168.220.11,53743,1,54,1,.A....
2017-04-11 16:03:09.662,0.0,UDP,192.168.220.16,42789,DNS,53,1,109,1,......
2017-04-08 19:33:34.310,1.63,TCP,10296_238,443,192.168.200.8,65380,6,695,1,.AP...
2017-04-05 14:31:42.616,0.0,TCP,13817_125,80,192.168.220.9,52392,1,66,1,.A....
2017-04-05 12:54:31.341,0.243,TCP,192.168.220.13,45121,10139_57,80,5,1389,1,.AP.SF
2017-04-05 12:52:37.293,0.003,TCP,11196_175,443,192.168.220.7,52444,4,295,1,.AP..F
2017-04-10 17:46:05.988,0.0,UDP,192.168.210.5,63007,DNS,53,1,75,1,......
2017-04-11 06:17:52.650,0.286,TCP,10117_80,443,192.168.220.11,49995,6,569,1,.AP.S.
2017-04-06 16:29:35.138,0.0,TCP,10064_169,443,192.168.220.4,41421,1,66,1,.A....
2017-04-06 18:06:15.463,0.0,TCP,192.168.210.5,56588,11050_130,443,1,55,1,.A....
2017-04-08 07:09:30.971,1.559,TCP,10073_64,443,192.168.220.7,43683,8,12557,1,.AP.S.
2017-04-05 10:13:31.748,0.024,TCP,10060_27,80,192.168.210.4,57725,4,2008,1,.AP.S.
2017-04-05 14:14:27.243,0.0,TCP,192.168.210.5,61681,13370_152,80,1,55,1,.A....
2017-04-10 13:23:55.815,0.0,TCP,10012_11,80,192.168.220.13,48274,1,66,1,.A...F
2017-04-07 17:10:42.071,0.0,TCP,192.168.220.14,52009,10068_34,80,1,66,1,.A....
2017-04-06 17:14:54.554,0.0,TCP,10296_225,443,192.168.220.4,50538,2,178,1,.AP...
2017-04-07 07:58:56.620,0.143,TCP,10296_238,443,192.168.210.5,50884,10,1143,1,.AP.S.
2017-04-11 13:31:55.106,0.265,TCP,192.168.220.13,45539,11297_33,443,29,2627,1,.AP.S.
2017-04-06 16:43:16.201,0.0,TCP,192.168.210.5,52764,10440_225,443,1,55,1,.A....
2017-04-11 00:15:14.825,0.155,TCP,14645_180,443,192.168.200.9,65492,5,535,1,.AP.S.
2017-04-07 14:17:06.110,0.201,TCP,192.168.220.11,35545,10372_161,80,4,672,1,.AP.S.
2017-04-06 10:43:45.333,0.0,TCP,192.168.220.10,53610,10199_162,80,1,66,1,.A....
2017-04-06 10:10:47.412,0.0,TCP,10060_27,80,192.168.220.4,50531,1,66,1,.A....
2017-04-05 10:03:06.129,0.0,TCP,192.168.210.4,54192,10195_190,80,1,55,1,.A....
2017-04-11 04:50:38.901,0.0,TCP,192.168.100.5,445,192.168.220.12,58447,1,108,1,.AP...
2017-04-07 17:01:33.296,0.0,TCP,10056_33,80,192.168.220.6,38733,1,66,1,.A....
2017-04-11 12:39:39.523,0.0,TCP,10793_161,80,192.168.200.8,56528,1,66,1,.A....
2017-04-05 09:02:54.980,0.0,TCP,192.168.220.7,38604,10678_165,80,1,54,1,.A....
2017-04-09 12:30:03.635,0.0,TCP,10060_27,80,192.168.200.8,54814,1,66,1,.A....
2017-04-10 09:40:02.179,0.025,TCP,10499_46,443,192.168.200.8,49543,5,330,1,.APR.F
2017-04-05 11:26:51.008,0.0,TCP,10199_14,80,192.168.220.4,54749,1,66,1,.A....
2017-04-06 18:26:09.429,0.03,TCP,10263_186,80,192.168.220.7,38467,3,768,1,.AP.S.
2017-04-10 10:55:33.144,0.0,UDP,192.168.200.9,50133,DNS,53,1,75,1,......
2017-04-10 08:22:56.830,0.0,UDP,192.168.220.15,137,192.168.220.255,137,1,92,1,......
2017-04-11 10:49:33.221,0.0,TCP,10101_145,80,192.168.220.15,51428,1,66,1,.A....
2017-04-06 10:44:28.273,0.747,TCP,10074_40,80,192.168.220.10,48286,4,914,1,.AP.SF
2017-04-06 18:29:18.960,0.0,TCP,10077_154,80,192.168.220.7,36561,1,78,1,.A....
2017-04-05 07:38:49.383,0.027,TCP,11318_105,443,192.168.220.6,37473,3,229,1,.AP..F
2017-04-11 18:28:09.494,0.022,TCP,192.168.200.4,59662,EXT_SERVER,8082,2,338,1,.AP...
2017-04-07 08:35:59.089,0.0,TCP,12663_172,443,192.168.220.4,40204,1,54,1,.A....
2017-04-07 17:16:33.761,0.23,TCP,10118_111,443,192.168.220.15,34542,9,3967,1,.APRSF
2017-04-06 16:26:11.118,0.0,TCP,12926_73,443,192.168.220.4,56857,1,66,1,.A....
2017-04-10 08:45:44.760,0.0,UDP,DNS,53,192.168.220.4,45381,2,492,1,......
2017-04-05 10:45:38.638,0.221,TCP,192.168.200.8,49815,14252_170,443,2,154,1,.AP...
2017-04-08 22:05:20.491,0.0,TCP,192.168.100.5,445,192.168.200.5,35615,1,108,1,.AP...
2017-04-06 13:38:22.907,0.061,UDP,192.168.220.15,41850,DNS,53,2,178,1,......
2017-04-05 11:10:11.392,0.028,TCP,192.168.200.4,51251,13840_108,443,3,162,1,...R..
2017-04-07 10:43:27.135,0.001,TCP,192.168.220.8,60156,10223_2,443,9,1980,1,.AP...
2017-04-09 05:50:47.531,0.0,TCP,192.168.100.5,445,192.168.220.4,37171,1,108,1,.AP...
2017-04-06 14:53:02.126,0.0,TCP,10001_232,80,192.168.200.4,33783,1,66,1,.A....
2017-04-07 18:54:41.807,0.0,TCP,10837_82,443,192.168.220.8,41326,1,66,1,.A....
2017-04-10 14:40:48.666,0.013,TCP,10775_240,80,192.168.220.4,58359,2,132,1,.A...F
2017-04-11 15:53:01.008,0.0,TCP,13364_195,443,192.168.220.4,44860,1,66,1,.A....
2017-04-07 12:02:25.166,0.0,TCP,192.168.220.6,44119,16678_97,443,1,66,1,.A....
2017-04-08 13:50:53.761,1.907,TCP,192.168.220.7,47616,11014_185,443,82,7570,1,.AP.S.
2017-04-07 18:11:36.165,0.0,UDP,DNS,53,192.168.210.5,62367,1,273,1,......
2017-04-05 17:24:32.760,0.0,TCP,192.168.100.5,445,192.168.220.10,45461,1,70,1,.AP...
2017-04-06 12:19:05.396,0.071,TCP,10194_100,80,192.168.220.12,36756,3,894,1,.AP.S.
2017-04-11 13:00:28.623,0.0,TCP,192.168.220.8,39152,13575_232,443,1,66,1,.A....
2017-04-07 07:10:30.935,1.008,TCP,192.168.220.15,58877,10135_187,80,4,830,1,.AP.S.
2017-04-06 10:40:56.822,0.0,TCP,192.168.220.10,60140,10118_111,443,1,66,1,.A....
2017-04-11 16:00:41.243,0.0,TCP,10076_237,80,192.168.220.4,38297,1,66,1,.A....
2017-04-11 10:48:00.231,0.52,TCP,192.168.220.15,56861,14193_120,80,672,56901,1,.APRS.
2017-04-05 09:33:35.780,0.031,UDP,DNS,53,192.168.220.6,39918,2,249,1,......
2017-04-05 12:11:29.552,0.0,TCP,192.168.220.14,46862,10194_100,80,1,66,1,.A....
2017-04-05 16:13:55.611,0.0,UDP,192.168.220.8,52126,DNS,53,2,154,1,......
2017-04-10 19:34:55.760,0.0,TCP,192.168.100.5,445,192.168.220.16,55341,1,108,1,.AP...
2017-04-11 11:11:10.201,0.095,TCP,10244_15,443,192.168.220.16,58514,6,4366,1,.AP.S.
2017-04-06 10:26:20.618,0.0,TCP,192.168.220.12,58414,16720_189,443,1,66,1,.A....
2017-04-10 14:44:17.919,0.0,UDP,DNS,53,192.168.220.14,39307,2,236,1,......
2017-04-10 13:02:39.920,0.056,TCP,10235_219,443,192.168.220.6,52945,7,1434,1,.AP.SF
2017-04-11 15:51:33.731,0.0,TCP,10070_48,80,192.168.220.9,49230,1,62,1,.A..S.
2017-04-06 18:28:00.697,0.0,TCP,192.168.220.7,52468,10642_17,443,1,66,1,.A....
2017-04-07 08:30:59.025,0.019,UDP,DNS,53,192.168.220.15,40248,2,310,1,......
2017-04-05 10:01:59.292,0.0,TCP,192.168.220.11,51702,10969_100,443,1,66,1,.A....
2017-04-05 08:39:01.348,0.0,UDP,DNS,53,192.168.220.13,43408,1,145,1,......
2017-04-07 17:16:14.671,0.101,TCP,192.168.220.15,42500,10637_200,443,10,1068,1,.AP.S.
2017-04-10 16:59:44.980,0.0,TCP,192.168.220.10,50036,10642_42,443,1,66,1,.A....
2017-04-06 11:11:35.534,0.0,TCP,10077_156,80,192.168.200.9,49985,1,66,1,.A....
2017-04-11 16:33:49.526,0.582,TCP,10784_4,443,192.168.220.9,38793,6,788,1,.AP.SF
2017-04-10 14:10:56.478,0.24,TCP,11536_57,443,192.168.220.15,34459,6,4876,1,.AP.S.
2017-04-07 11:24:48.220,0.0,TCP,15677_147,443,192.168.220.11,49171,1,66,1,.A....
2017-04-05 13:19:16.834,0.178,TCP,192.168.220.14,47168,10169_169,80,2,132,1,.A...F
2017-04-07 14:21:09.854,0.189,TCP,192.168.200.4,44991,10784_4,443,29,2718,1,.AP.S.
2017-04-08 16:50:34.858,0.0,TCP,10429_162,443,192.168.220.14,48336,1,66,1,.A....
2017-04-06 06:15:32.101,0.0,TCP,10389_108,443,192.168.220.4,34430,1,66,1,.A....
2017-04-06 11:00:41.789,0.0,TCP,192.168.220.12,58315,12186_94,443,1,66,1,.A....
2017-04-11 10:10:53.442,0.558,TCP,192.168.220.8,45072,10035_234,443,10,1523,1,.AP.S.
2017-04-06 11:19:52.624,0.004,TCP,10305_138,443,192.168.220.4,34493,3,198,1,.A...F
2017-04-08 17:28:13.619,0.0,TCP,192.168.100.5,445,192.168.220.13,56243,1,108,1,.AP...
2017-04-09 12:34:22.517,0.0,UDP,DNS,53,192.168.200.8,53048,1,89,1,......
2017-04-06 17:32:55.005,0.0,TCP,192.168.200.8,58716,10313_131,80,1,55,1,.A....
2017-04-05 10:59:14.920,0.0,TCP,192.168.100.5,445,192.168.220.14,38583,1,108,1,.AP...
2017-04-07 18:57:21.989,0.0,TCP,10341_141,443,192.168.220.8,59364,1,66,1,.A....
2017-04-11 08:42:11.997,45.047,TCP,EXT_SERVER,8082,192.168.200.5,49779,13182,58900000,1,.AP...
2017-04-09 21:37:07.853,0.002,TCP,192.168.220.12,43950,192.168.100.5,445,2,174,1,.AP...
2017-04-07 13:17:27.889,0.0,TCP,192.168.220.8,50307,10012_19,80,1,66,1,.A....
2017-04-10 17:10:12.379,0.0,TCP,10078_77,443,192.168.210.5,58665,1,54,1,.A....
2017-04-10 14:38:57.255,0.0,TCP,192.168.200.4,53220,11184_35,443,4,216,1,...R..
2017-04-07 06:00:05.881,0.0,UDP,192.168.100.4,33603,DNS,53,1,74,1,......
2017-04-11 17:36:24.805,0.0,TCP,192.168.200.9,56451,10057_29,80,1,55,1,.A....
2017-04-09 00:27:00.997,0.0,TCP,192.168.100.5,445,192.168.220.14,53240,1,70,1,.AP...
2017-04-11 16:05:37.865,0.026,TCP,192.168.220.16,36773,10793_174,80,2,140,1,.A..S.
2017-04-05 10:18:16.338,0.0,TCP,192.168.220.16,35518,10063_205,80,1,66,1,.A....
2017-04-07 19:01:13.716,0.0,TCP,10034_8,443,192.168.220.8,41214,1,66,1,.A....
2017-04-11 10:10:42.140,0.003,UDP,192.168.200.4,46012,DNS,53,2,146,1,......
2017-04-10 12:43:39.924,0.376,TCP,12121_159,443,192.168.220.16,60960,4,409,1,.AP.S.
2017-04-07 04:29:59.848,0.0,TCP,192.168.100.5,445,192.168.220.15,58112,1,108,1,.AP...
2017-04-10 14:35:55.529,0.0,TCP,192.168.200.4,59081,10191_163,443,1,66,1,.A....
2017-04-07 13:48:23.004,0.376,TCP,192.168.200.4,47665,10084_230,443,10,1570,1,.AP.S.
2017-04-06 10:16:17.925,0.0,TCP,10001_232,443,192.168.220.13,59481,1,66,1,.A....
2017-04-05 15:33:53.033,0.779,TCP,192.168.220.11,39466,11744_27,80,25,3898,1,.AP...
2017-04-11 17:11:23.444,0.0,TCP,12424_172,80,192.168.220.13,60540,1,66,1,.A....
2017-04-08 07:39:06.900,0.0,UDP,192.168.200.9,62807,DNS,53,1,75,1,......
2017-04-10 11:34:15.367,0.0,TCP,10060_27,80,192.168.220.13,57686,1,66,1,.A....
